retailer_name,source_product_id,collected_at,price,promotion_type
롯데마트,OS8809032697415,2026-09-03T21:59:19,10990,
롯데마트,OS8809055510982,2026-09-03T21:59:19,6990,
롯데마트,OS8809055512351,2026-09-03T21:59:19,8990,
롯데마트,OS8809075123001,2026-09-03T21:59:19,14200,
롯데마트,OS8809178414693,2026-09-03T21:59:19,8900,
롯데마트,OS8809223813525,2026-09-03T21:59:19,1990,
롯데마트,OS8809329741623,2026-09-03T21:59:19,6990,
롯데마트,OS8809329742224,2026-09-03T21:59:19,6490,
롯데마트,OS8809348253862,2026-09-03T21:59:19,2000,
롯데마트,OS8809348253879,2026-09-03T21:59:19,1590,
롯데마트,OS8809366230685,2026-09-03T21:59:19,10880,
롯데마트,OS8809380480080,2026-09-03T21:59:19,2400,
롯데마트,OS8809451602687,2026-09-03T21:59:19,4990,
롯데마트,OS8809451602694,2026-09-03T21:59:19,4990,
롯데마트,OS8809543050723,2026-09-03T21:59:19,9800,MULTIBUY_50_PERCENT
롯데마트,OS8809568420631,2026-09-03T21:59:19,8980,OTHER
롯데마트,OS8809568425780,2026-09-03T21:59:19,9980,
롯데마트,OS8809568426084,2026-09-03T21:59:19,9980,
롯데마트,OS8809678521754,2026-09-03T21:59:19,9490,
롯데마트,OS8809678521983,2026-09-03T21:59:19,9490,
롯데마트,OS8809695254895,2026-09-03T21:59:19,1690,
롯데마트,OS8809750477214,2026-09-03T21:59:19,2990,
롯데마트,OS8809824001116,2026-09-03T21:59:19,5990,
롯데마트,OS8809861814823,2026-09-03T21:59:19,10900,
롯데마트,OS8809869700289,2026-09-03T21:59:19,8490,
롯데마트,OS8809869700296,2026-09-03T21:59:19,8490,
롯데마트,OS8809869700371,2026-09-03T21:59:19,2990,
롯데마트,OS8809971945790,2026-09-03T21:59:19,3120,
롯데마트,OS8934678020225,2026-09-03T21:59:19,5580,
롯데마트,OS8991002342132,2026-09-03T21:59:19,1000,
롯데마트,OS9310036001652,2026-09-03T21:59:19,3690,
롯데마트,OS9335390002206,2026-09-03T21:59:19,5200,
롯데마트,OS9415007049920,2026-09-03T21:59:19,7680,
농협몰,0000303389,2026-09-03T22:01:12,6200,
농협몰,0000900784,2026-09-03T22:01:12,12800,
농협몰,0000982571,2026-09-03T22:01:12,6000,
농협몰,0013181743,2026-09-03T22:01:12,38900,
농협몰,0013676942,2026-09-03T22:01:12,5480,
농협몰,0017228158,2026-09-03T22:01:12,20800,
농협몰,0017263836,2026-09-03T22:01:12,69900,
농협몰,0020458531,2026-09-03T22:01:12,23900,
농협몰,0021745276,2026-09-03T22:01:12,20000,
농협몰,0023666508,2026-09-03T22:01:12,16900,
농협몰,0023666511,2026-09-03T22:01:12,7900,
농협몰,0026003447,2026-09-03T22:01:12,21500,
농협몰,0028319777,2026-09-03T22:01:12,7900,
농협몰,0028643030,2026-09-03T22:01:12,28700,
농협몰,0028643043,2026-09-03T22:01:12,20500,
농협몰,0028855172,2026-09-03T22:01:12,18300,
농협몰,0028916453,2026-09-03T22:01:12,18300,
농협몰,0029870400,2026-09-03T22:01:12,19600,
농협몰,0030093418,2026-09-03T22:01:12,43900,
농협몰,0030222799,2026-09-03T22:01:12,37500,
농협몰,0030295494,2026-09-03T22:01:12,58900,
농협몰,0030299355,2026-09-03T22:01:12,12900,
농협몰,0030823844,2026-09-03T22:01:12,24200,
농협몰,0032839670,2026-09-03T22:01:12,26400,
농협몰,0032839683,2026-09-03T22:01:12,26400,
농협몰,0033509222,2026-09-03T22:01:12,13700,
농협몰,0034292123,2026-09-03T22:01:12,22400,
농협몰,0034891496,2026-09-03T22:01:12,31900,
농협몰,0035896940,2026-09-03T22:01:12,41500,
농협몰,0036016042,2026-09-03T22:01:12,581400,
농협몰,0036156744,2026-09-03T22:01:12,13400,
농협몰,0036165555,2026-09-03T22:01:12,16000,
농협몰,0036201479,2026-09-03T22:01:12,20070,
농협몰,0036201750,2026-09-03T22:01:12,28380,
농협몰,0036202021,2026-09-03T22:01:12,27920,
농협몰,0036417089,2026-09-03T22:01:12,13900,
농협몰,0036417427,2026-09-03T22:01:12,39900,
농협몰,0036441314,2026-09-03T22:01:12,13900,
농협몰,0036441327,2026-09-03T22:01:12,12900,
농협몰,0036441369,2026-09-03T22:01:12,9900,
농협몰,0036441554,2026-09-03T22:01:12,22900,
농협몰,0036441765,2026-09-03T22:01:12,21900,
농협몰,0036441778,2026-09-03T22:01:12,30900,
농협몰,0036442544,2026-09-03T22:01:12,10900,
농협몰,0036513134,2026-09-03T22:01:12,21500,
농협몰,0036513262,2026-09-03T22:01:12,36500,
농협몰,0036513275,2026-09-03T22:01:12,14500,
농협몰,0036848292,2026-09-03T22:01:12,17010,
농협몰,0037032683,2026-09-03T22:01:12,30900,
농협몰,0037079411,2026-09-03T22:01:12,6600,
농협몰,0037385491,2026-09-03T22:01:12,37100,
농협몰,0037863210,2026-09-03T22:01:12,21900,
농협몰,0038801066,2026-09-03T22:01:12,44900,
농협몰,0038867477,2026-09-03T22:01:12,4700,
농협몰,0039236535,2026-09-03T22:01:12,29900,
농협몰,0039262192,2026-09-03T22:01:12,10200,
농협몰,0039272500,2026-09-03T22:01:12,35200,
농협몰,0039276135,2026-09-03T22:01:12,10900,
농협몰,0039297516,2026-09-03T22:01:12,20900,
농협몰,0039303376,2026-09-03T22:01:12,28500,
농협몰,0039303503,2026-09-03T22:01:12,12920,
농협몰,0039303587,2026-09-03T22:01:12,5980,
농협몰,0039343611,2026-09-03T22:01:12,8900,
농협몰,0039343624,2026-09-03T22:01:12,16900,
농협몰,0039373944,2026-09-03T22:01:12,23700,
농협몰,0039376026,2026-09-03T22:01:12,39900,
농협몰,0039382263,2026-09-03T22:01:12,72900,
농협몰,0039382784,2026-09-03T22:01:12,26900,
농협몰,0039393661,2026-09-03T22:01:12,54900,
농협몰,0039396967,2026-09-03T22:01:12,44200,
농협몰,0039396970,2026-09-03T22:01:12,44200,
농협몰,0039399078,2026-09-03T22:01:12,6000,
농협몰,0039410845,2026-09-03T22:01:12,74900,
농협몰,0039414751,2026-09-03T22:01:12,8600,
농협몰,0039421706,2026-09-03T22:01:12,30900,
농협몰,0039424862,2026-09-03T22:01:12,12000,
농협몰,0039432964,2026-09-03T22:01:12,11900,
농협몰,0039434593,2026-09-03T22:01:12,48900,
농협몰,0039436528,2026-09-03T22:01:12,19100,
농협몰,0039439783,2026-09-03T22:01:12,21900,
농협몰,0039460952,2026-09-03T22:01:12,53900,
농협몰,0039464235,2026-09-03T22:01:12,10400,
농협몰,0039482183,2026-09-03T22:01:12,48000,
농협몰,0039485111,2026-09-03T22:01:12,30000,
농협몰,0039487823,2026-09-03T22:01:12,37900,
농협몰,0039487865,2026-09-03T22:01:12,24900,
농협몰,0039488446,2026-09-03T22:01:12,6900,
농협몰,0039488529,2026-09-03T22:01:12,1800000,
농협몰,0039488532,2026-09-03T22:01:12,1800000,
농협몰,0039489113,2026-09-03T22:01:12,9000,
농협몰,0039491907,2026-09-03T22:01:12,29800,
농협몰,0039494005,2026-09-03T22:01:12,40100,
농협몰,0039498643,2026-09-03T22:01:12,115300,
농협몰,0039499451,2026-09-03T22:01:12,114800,
농협몰,0039499563,2026-09-03T22:01:12,224900,
농협몰,0039501446,2026-09-03T22:01:12,109700,
농협몰,0039502692,2026-09-03T22:01:12,153000,
농협몰,0039503257,2026-09-03T22:01:12,29280,
농협몰,0039504474,2026-09-03T22:01:12,38900,
농협몰,0039506975,2026-09-03T22:01:12,18900,
농협몰,0039507150,2026-09-03T22:01:12,20900,
농협몰,0039516242,2026-09-03T22:01:12,16500,
농협몰,0039519209,2026-09-03T22:01:12,41900,
농협몰,0039520272,2026-09-03T22:01:12,15400,
농협몰,0039522830,2026-09-03T22:01:12,15900,
농협몰,0039529505,2026-09-03T22:01:12,38610,
농협몰,0039529518,2026-09-03T22:01:12,26010,
농협몰,0039529662,2026-09-03T22:01:12,15400,
농협몰,0039534541,2026-09-03T22:01:12,31400,
농협몰,0039536815,2026-09-03T22:01:12,19600,
농협몰,0039539009,2026-09-03T22:01:12,17200,
농협몰,0039546393,2026-09-03T22:01:12,41900,
농협몰,0039547875,2026-09-03T22:01:12,22900,
농협몰,0039549293,2026-09-03T22:01:12,279200,
농협몰,0039551988,2026-09-03T22:01:12,22500,
농협몰,0039553517,2026-09-03T22:01:12,31600,
농협몰,0039554594,2026-09-03T22:01:12,36900,
농협몰,1000373802,2026-09-03T22:01:12,77000,
농협몰,1000900783,2026-09-03T22:01:12,14000,
농협몰,1012460853,2026-09-03T22:01:12,39900,
농협몰,1014006077,2026-09-03T22:01:12,86000,
농협몰,1014033426,2026-09-03T22:01:12,12000,
농협몰,1023666510,2026-09-03T22:01:12,10900,
농협몰,1025134367,2026-09-03T22:01:12,23500,
농협몰,1025134466,2026-09-03T22:01:12,102000,
농협몰,1026280487,2026-09-03T22:01:12,24900,
농협몰,1028642979,2026-09-03T22:01:12,16300,
농협몰,1028643055,2026-09-03T22:01:12,36200,
농협몰,1028643071,2026-09-03T22:01:12,32900,
농협몰,1028643084,2026-09-03T22:01:12,32400,
농협몰,1028917835,2026-09-03T22:01:12,18300,
농협몰,1029612575,2026-09-03T22:01:12,370000,
농협몰,1030222785,2026-09-03T22:01:12,35900,
농협몰,1030222800,2026-09-03T22:01:12,39900,
농협몰,1030299354,2026-09-03T22:01:12,10500,
농협몰,1033404009,2026-09-03T22:01:12,32100,
농협몰,1034547329,2026-09-03T22:01:12,5800,
농협몰,1034914651,2026-09-03T22:01:12,4480,
농협몰,1036068604,2026-09-03T22:01:12,39900,
농협몰,1036156701,2026-09-03T22:01:12,17400,
농협몰,1036182454,2026-09-03T22:01:12,13500,
농협몰,1036201944,2026-09-03T22:01:12,27920,
농협몰,1036417075,2026-09-03T22:01:12,12900,
농협몰,1036441298,2026-09-03T22:01:12,30900,
농협몰,1036441313,2026-09-03T22:01:12,27900,
농협몰,1036441326,2026-09-03T22:01:12,21900,
농협몰,1036441342,2026-09-03T22:01:12,17900,
농협몰,1036441764,2026-09-03T22:01:12,74900,
농협몰,1036441777,2026-09-03T22:01:12,17900,
농협몰,1036441793,2026-09-03T22:01:12,8900,
농협몰,1036442543,2026-09-03T22:01:12,17900,
농협몰,1036513133,2026-09-03T22:01:12,38500,
농협몰,1036513261,2026-09-03T22:01:12,57500,
농협몰,1036513274,2026-09-03T22:01:12,21500,
농협몰,1036810373,2026-09-03T22:01:12,19800,
농협몰,1037765704,2026-09-03T22:01:12,85000,
농협몰,1037766062,2026-09-03T22:01:12,2700,
농협몰,1038192253,2026-09-03T22:01:12,39900,
농협몰,1039095980,2026-09-03T22:01:12,29600,
농협몰,1039132021,2026-09-03T22:01:12,629000,
농협몰,1039234161,2026-09-03T22:01:12,82900,
농협몰,1039237102,2026-09-03T22:01:12,19800,
농협몰,1039271098,2026-09-03T22:01:12,26900,
농협몰,1039274224,2026-09-03T22:01:12,21000,
농협몰,1039276134,2026-09-03T22:01:12,19900,
농협몰,1039277067,2026-09-03T22:01:12,38000,
농협몰,1039302330,2026-09-03T22:01:12,20900,
농협몰,1039303263,2026-09-03T22:01:12,16640,
농협몰,1039303502,2026-09-03T22:01:12,23900,
농협몰,1039307025,2026-09-03T22:01:12,2750,
농협몰,1039311943,2026-09-03T22:01:12,36920,
농협몰,1039343610,2026-09-03T22:01:12,9900,
농협몰,1039343623,2026-09-03T22:01:12,16900,
농협몰,1039373943,2026-09-03T22:01:12,31300,
농협몰,1039376111,2026-09-03T22:01:12,51900,
농협몰,1039382556,2026-09-03T22:01:12,34900,
농협몰,1039382783,2026-09-03T22:01:12,33900,
농협몰,1039393561,2026-09-03T22:01:12,28900,
농협몰,1039397039,2026-09-03T22:01:12,21900,
농협몰,1039402601,2026-09-03T22:01:12,12000,
농협몰,1039410844,2026-09-03T22:01:12,189000,
농협몰,1039424861,2026-09-03T22:01:12,2500,
농협몰,1039428582,2026-09-03T22:01:12,1000000,
농협몰,1039430235,2026-09-03T22:01:12,6000,
농협몰,1039433586,2026-09-03T22:01:12,2000,
농협몰,1039487864,2026-09-03T22:01:12,17900,
농협몰,1039489125,2026-09-03T22:01:12,11500,
농협몰,1039489310,2026-09-03T22:01:12,146000,
농협몰,1039491906,2026-09-03T22:01:12,29800,
농협몰,1039495755,2026-09-03T22:01:12,49900,
